statement_id,date,description,amount,identified_partner,category
66,03.02.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.18,ZEUS BODYPOWER,Gym
66,04.02.2024,MCDONALDS Badibling,-35.48,MCDONALDS,Dining
67,30.08.2025,KARTENZAHLUNG SHELL TANKSTELLE,-69.03,SHELL,Fuel
67,02.09.2025,BEITRAG Allianz SE K-15244846,-54.88,Allianz SE,Insurance
67,06.09.2025,KARTENZAHLUNG SHELL TANKSTELLE,-71.76,SHELL,Fuel
68,24.03.2024,PAYPAL CLARRI,-75.64,PAYPAL,General
68,27.03.2024,KARTENZAHLUNG SHELL TANKSTELLE,-81.01,SHELL,Fuel
68,28.03.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.55,ZEUS BODYPOWER,Gym
68,31.03.2024,BEITRAG Allianz SE K-8993609,-55.94,Allianz SE,Insurance
69,17.07.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.58,ZEUS BODYPOWER,Gym
69,20.07.2025,BEITRAG Allianz SE K-70414131,-53.65,Allianz SE,Insurance
69,22.07.2025,KARTENZAHLUNG SHELL TANKSTELLE,-69.28,SHELL,Fuel
70,17.08.2025,EBAY MKTPLC EU ILRCXR,-173.72,EBAY,Shopping
70,18.08.2025,ABSCHLAG STROM Stadtwerke Rosenheim 74921070,-83.07,Stadtwerke Rosenheim,Electricity
70,22.08.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.47,ZEUS BODYPOWER,Gym
70,23.08.2025,RECHNUNG VODAFONE GMBH 47092717,-38.29,VODAFONE GMBH,Internet
71,23.03.2024,EBAY MKTPLC EU PLRUCY,-216.67,EBAY,Shopping
71,27.03.2024,ABSCHLAG STROM Stadtwerke Rosenheim 46825501,-84.74,Stadtwerke Rosenheim,Electricity
71,28.03.2024,PAYPAL OSQMDW,-31.53,PAYPAL,General
71,01.04.2024,BEITRAG Allianz SE K-40080526,-52.82,Allianz SE,Insurance
71,02.04.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.77,ZEUS BODYPOWER,Gym
72,14.04.2024,PAYPAL PADFKX,-17.38,PAYPAL,General
72,17.04.2024,KARTENZ./17.04 ALDI SUED RO,-103.58,ALDI SUED,Groceries
72,21.04.2024,BEITRAG Allianz SE K-99970195,-57.1,Allianz SE,Insurance
72,23.04.2024,KARTENZAHLUNG SHELL TANKSTELLE,-47.46,SHELL,Fuel
72,27.04.2024,AMAZON.DE MKTPLC EU BXSKJM,-60.96,AMAZON.DE,Shopping
72,29.04.2024,ZALANDO MKTPLC EU GGRJBY,-204.13,ZALANDO,Shopping
73,28.05.2024,AMAZON.DE MKTPLC EU BTAUXH,-195.89,AMAZON.DE,Shopping
73,01.06.2024,KARTENZ./01.06 ALDI SUED RO,-89.34,ALDI SUED,Groceries
73,04.06.2024,KARTENZ./04.06 LIDL RO,-84.31,LIDL,Groceries
73,06.06.2024,RECHNUNG VODAFONE GMBH 49496749,-37.6,VODAFONE GMBH,Internet
73,07.06.2024,BURGER KING Soltau,-21.93,BURGER KING,Dining
74,16.08.2024,PAYPAL OLYBCN,-19.54,PAYPAL,General
74,18.08.2024,BEITRAG Allianz SE K-81549747,-53.43,Allianz SE,Insurance
74,20.08.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.39,ZEUS BODYPOWER,Gym
74,22.08.2024,RECHNUNG VODAFONE GMBH 10752056,-41.99,VODAFONE GMBH,Internet
75,11.11.2024,ABSCHLAG STROM Stadtwerke Rosenheim 93326309,-85.87,Stadtwerke Rosenheim,Electricity
75,15.11.2024,BEITRAG Allianz SE K-29240970,-55.55,Allianz SE,Insurance
75,19.11.2024,EBAY MKTPLC EU YOEFUK,-148.75,EBAY,Shopping
76,23.07.2024,BURGER KING Illertissen,-26.62,BURGER KING,Dining
76,26.07.2024,AMAZON.DE MKTPLC EU UEHNUV,-69.5,AMAZON.DE,Shopping
76,27.07.2024,RECHNUNG VODAFONE GMBH 9256022,-37.8,VODAFONE GMBH,Internet
77,12.06.2025,AMAZON.DE MKTPLC EU SYXWKD,-107.98,AMAZON.DE,Shopping
77,16.06.2025,ZALANDO MKTPLC EU CHGFLY,-115.9,ZALANDO,Shopping
77,17.06.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.32,ZEUS BODYPOWER,Gym
78,03.02.2024,PAYPAL VVPWAU,-44.78,PAYPAL,General
78,05.02.2024,KARTENZ./05.02 ALDI SUED RO,-128.97,ALDI SUED,Groceries
78,07.02.2024,EBAY MKTPLC EU LMZWXN,-110.61,EBAY,Shopping
78,10.02.2024,ABSCHLAG STROM Stadtwerke Rosenheim 11805213,-87.59,Stadtwerke Rosenheim,Electricity
78,13.02.2024,KARTENZAHLUNG ARAL TANKSTELLE,-89.5,ARAL,Fuel
78,15.02.2024,PAYPAL SHQWRP,-60.08,PAYPAL,General
79,18.05.2025,BURGER KING Lemgo,-24.24,BURGER KING,Dining
79,21.05.2025,ABSCHLAG STROM Stadtwerke Rosenheim 48633916,-87.67,Stadtwerke Rosenheim,Electricity
79,23.05.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.97,ZEUS BODYPOWER,Gym
80,10.04.2025,RECHNUNG VODAFONE GMBH 34598657,-41.8,VODAFONE GMBH,Internet
80,12.04.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.73,ZEUS BODYPOWER,Gym
80,14.04.2025,ABSCHLAG STROM Stadtwerke Rosenheim 12913608,-86.58,Stadtwerke Rosenheim,Electricity
80,15.04.2025,ZALANDO MKTPLC EU PBOHJY,-41.04,ZALANDO,Shopping
81,15.03.2025,ZALANDO MKTPLC EU ZPAXCJ,-196.25,ZALANDO,Shopping
81,18.03.2025,PAYPAL ZVOKYX,-74.64,PAYPAL,General
81,20.03.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.08,ZEUS BODYPOWER,Gym
81,22.03.2025,EBAY MKTPLC EU GUIOKY,-202.14,EBAY,Shopping
82,31.03.2024,BEITRAG Allianz SE K-3630567,-53.45,Allianz SE,Insurance
82,01.04.2024,RECHNUNG VODAFONE GMBH 1656036,-41.77,VODAFONE GMBH,Internet
82,05.04.2024,MCDONALDS Cottbus,-14.05,MCDONALDS,Dining
82,06.04.2024,KARTENZAHLUNG SHELL TANKSTELLE,-54.2,SHELL,Fuel
83,14.03.2024,KARTENZAHLUNG JET TANKSTELLE,-54.03,JET,Fuel
83,18.03.2024,KARTENZAHLUNG JET TANKSTELLE,-56.87,JET,Fuel
83,19.03.2024,PAYPAL SJTQOM,-5.7,PAYPAL,General
83,21.03.2024,RECHNUNG VODAFONE GMBH 69197396,-38.83,VODAFONE GMBH,Internet
83,23.03.2024,MCDONALDS Sebnitz,-44.0,MCDONALDS,Dining
84,19.09.2024,KARTENZAHLUNG ARAL TANKSTELLE,-85.07,ARAL,Fuel
84,22.09.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.23,ZEUS BODYPOWER,Gym
84,26.09.2024,RECHNUNG VODAFONE GMBH 91671471,-42.18,VODAFONE GMBH,Internet
84,30.09.2024,KARTENZ./30.09 REWE RO,-69.21,REWE,Groceries
85,13.07.2025,MCDONALDS Rothenburg ob der Tauber,-26.85,MCDONALDS,Dining
85,17.07.2025,AMAZON.DE MKTPLC EU AOXGDW,-162.72,AMAZON.DE,Shopping
85,19.07.2025,PAYPAL GOHZGP,-24.6,PAYPAL,General
85,23.07.2025,EBAY MKTPLC EU TXXDZM,-152.27,EBAY,Shopping
85,26.07.2025,ABSCHLAG STROM Stadtwerke Rosenheim 58494300,-84.5,Stadtwerke Rosenheim,Electricity
85,29.07.2025,BURGER KING Parsberg,-28.0,BURGER KING,Dining
86,09.10.2024,RECHNUNG VODAFONE GMBH 97418195,-40.57,VODAFONE GMBH,Internet
86,13.10.2024,KARTENZ./13.10 ALDI SUED RO,-90.25,ALDI SUED,Groceries
86,14.10.2024,KARTENZ./14.10 LIDL RO,-112.58,LIDL,Groceries
86,16.10.2024,BURGER KING Siegen,-21.45,BURGER KING,Dining
86,17.10.2024,PAYPAL BABYXU,-66.27,PAYPAL,General
86,18.10.2024,KARTENZAHLUNG JET TANKSTELLE,-64.88,JET,Fuel
87,23.03.2025,ABSCHLAG STROM Stadtwerke Rosenheim 8886542,-87.05,Stadtwerke Rosenheim,Electricity
87,27.03.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.66,ZEUS BODYPOWER,Gym
87,29.03.2025,BURGER KING Backnang,-39.5,BURGER KING,Dining
88,18.04.2025,BURGER KING Helmstedt,-16.4,BURGER KING,Dining
88,21.04.2025,ABSCHLAG STROM Stadtwerke Rosenheim 83829541,-83.15,Stadtwerke Rosenheim,Electricity
88,25.04.2025,PAYPAL KXMGVC,-98.72,PAYPAL,General
88,28.04.2025,KARTENZ./28.04 ALDI SUED RO,-21.16,ALDI SUED,Groceries
88,01.05.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.54,ZEUS BODYPOWER,Gym
89,26.04.2024,ZALANDO MKTPLC EU WMKYRX,-140.19,ZALANDO,Shopping
89,28.04.2024,KARTENZAHLUNG ARAL TANKSTELLE,-42.3,ARAL,Fuel
89,30.04.2024,KARTENZ./30.04 LIDL RO,-45.26,LIDL,Groceries
89,02.05.2024,KARTENZ./02.05 EDEKA RO,-23.18,EDEKA,Groceries
89,06.05.2024,RECHNUNG VODAFONE GMBH 88517325,-38.16,VODAFONE GMBH,Internet
90,25.05.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.84,ZEUS BODYPOWER,Gym
90,27.05.2024,BEITRAG Allianz SE K-65873143,-57.68,Allianz SE,Insurance
90,30.05.2024,ZALANDO MKTPLC EU GMKPEH,-62.0,ZALANDO,Shopping
91,22.07.2025,BEITRAG Allianz SE K-66466022,-55.49,Allianz SE,Insurance
91,24.07.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.19,ZEUS BODYPOWER,Gym
91,27.07.2025,RECHNUNG VODAFONE GMBH 63775419,-40.44,VODAFONE GMBH,Internet
91,30.07.2025,PAYPAL RDCOGF,-88.74,PAYPAL,General
91,03.08.2025,ABSCHLAG STROM Stadtwerke Rosenheim 92254201,-84.53,Stadtwerke Rosenheim,Electricity
92,01.02.2025,BEITRAG Allianz SE K-31191235,-55.63,Allianz SE,Insurance
92,04.02.2025,RECHNUNG VODAFONE GMBH 32748845,-40.49,VODAFONE GMBH,Internet
92,06.02.2025,ABSCHLAG STROM Stadtwerke Rosenheim 38500995,-87.53,Stadtwerke Rosenheim,Electricity
92,08.02.2025,PAYPAL CWEPLB,-85.38,PAYPAL,General
92,10.02.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.39,ZEUS BODYPOWER,Gym
93,04.10.2023,MCDONALDS Geithain,-30.22,MCDONALDS,Dining
93,07.10.2023,AMAZON.DE MKTPLC EU KLJTJI,-239.99,AMAZON.DE,Shopping
93,11.10.2023,KARTENZ./11.10 LIDL RO,-55.37,LIDL,Groceries
93,12.10.2023,KARTENZAHLUNG JET TANKSTELLE,-68.78,JET,Fuel
93,16.10.2023,BEITRAG Allianz SE K-62320686,-57.23,Allianz SE,Insurance
93,18.10.2023,PAYPAL DTORLN,-51.97,PAYPAL,General
94,26.10.2024,RECHNUNG VODAFONE GMBH 23544901,-38.25,VODAFONE GMBH,Internet
94,30.10.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.16,ZEUS BODYPOWER,Gym
94,01.11.2024,MCDONALDS Borna,-30.51,MCDONALDS,Dining
94,03.11.2024,BEITRAG Allianz SE K-2656831,-54.67,Allianz SE,Insurance
94,05.11.2024,AMAZON.DE MKTPLC EU MZLMPB,-125.72,AMAZON.DE,Shopping
95,19.08.2025,ABSCHLAG STROM Stadtwerke Rosenheim 79689669,-86.95,Stadtwerke Rosenheim,Electricity
95,21.08.2025,MCDONALDS Demmin,-9.62,MCDONALDS,Dining
95,23.08.2025,RECHNUNG VODAFONE GMBH 16868108,-38.11,VODAFONE GMBH,Internet
95,26.08.2025,BURGER KING Mainburg,-25.51,BURGER KING,Dining
96,27.10.2024,KARTENZ./27.10 LIDL RO,-141.16,LIDL,Groceries
96,30.10.2024,MCDONALDS Beilngries,-13.16,MCDONALDS,Dining
96,02.11.2024,PAYPAL LERBJK,-90.12,PAYPAL,General
96,04.11.2024,PAYPAL MZEIDS,-52.0,PAYPAL,General
96,07.11.2024,BEITRAG Allianz SE K-174949,-57.02,Allianz SE,Insurance
97,07.09.2024,PAYPAL LQLZYN,-17.23,PAYPAL,General
97,08.09.2024,PAYPAL PQYPMH,-49.13,PAYPAL,General
97,12.09.2024,RECHNUNG VODAFONE GMBH 37642085,-37.69,VODAFONE GMBH,Internet
98,19.05.2024,PAYPAL LZTSUB,-33.0,PAYPAL,General
98,20.05.2024,PAYPAL SUAQAF,-95.37,PAYPAL,General
98,21.05.2024,KARTENZ./21.05 REWE RO,-129.25,REWE,Groceries
98,25.05.2024,RECHNUNG VODAFONE GMBH 89330599,-40.15,VODAFONE GMBH,Internet
98,27.05.2024,BEITRAG Allianz SE K-77143014,-56.21,Allianz SE,Insurance
98,30.05.2024,PAYPAL YFMMBL,-65.04,PAYPAL,General
99,27.05.2025,ZALANDO MKTPLC EU GIWFHN,-162.57,ZALANDO,Shopping
99,30.05.2025,AMAZON.DE MKTPLC EU BBUPRH,-180.76,AMAZON.DE,Shopping
99,31.05.2025,ABSCHLAG STROM Stadtwerke Rosenheim 40097606,-86.55,Stadtwerke Rosenheim,Electricity
100,24.07.2024,ABSCHLAG STROM Stadtwerke Rosenheim 1506622,-86.14,Stadtwerke Rosenheim,Electricity
100,27.07.2024,BEITRAG Allianz SE K-14761576,-57.15,Allianz SE,Insurance
100,28.07.2024,AMAZON.DE MKTPLC EU PDSAMG,-49.54,AMAZON.DE,Shopping
101,08.02.2024,BEITRAG Allianz SE K-90207280,-57.46,Allianz SE,Insurance
101,12.02.2024,ZALANDO MKTPLC EU ZKVXCF,-124.75,ZALANDO,Shopping
101,13.02.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.46,ZEUS BODYPOWER,Gym
102,14.12.2024,ABSCHLAG STROM Stadtwerke Rosenheim 94045574,-84.95,Stadtwerke Rosenheim,Electricity
102,18.12.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.82,ZEUS BODYPOWER,Gym
102,22.12.2024,PAYPAL WEHURX,-22.14,PAYPAL,General
103,07.07.2024,KARTENZAHLUNG ARAL TANKSTELLE,-69.23,ARAL,Fuel
103,11.07.2024,KARTENZAHLUNG JET TANKSTELLE,-68.0,JET,Fuel
103,15.07.2024,BEITRAG Allianz SE K-68381771,-54.65,Allianz SE,Insurance
103,16.07.2024,MCDONALDS Mellrichstadt,-14.53,MCDONALDS,Dining
104,19.01.2024,ABSCHLAG STROM Stadtwerke Rosenheim 32937694,-85.94,Stadtwerke Rosenheim,Electricity
104,21.01.2024,BEITRAG Allianz SE K-49287274,-53.85,Allianz SE,Insurance
104,23.01.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.02,ZEUS BODYPOWER,Gym
104,27.01.2024,KARTENZAHLUNG JET TANKSTELLE,-45.35,JET,Fuel
105,19.05.2024,PAYPAL LATQYQ,-60.91,PAYPAL,General
105,20.05.2024,BURGER KING Sebnitz,-44.99,BURGER KING,Dining
105,23.05.2024,BEITRAG Allianz SE K-18609504,-56.16,Allianz SE,Insurance
105,26.05.2024,KARTENZAHLUNG SHELL TANKSTELLE,-59.51,SHELL,Fuel
105,30.05.2024,KARTENZ./30.05 LIDL RO,-56.64,LIDL,Groceries
105,31.05.2024,KARTENZ./31.05 ALDI SUED RO,-47.64,ALDI SUED,Groceries
106,13.10.2024,KARTENZAHLUNG JET TANKSTELLE,-66.63,JET,Fuel
106,16.10.2024,BEITRAG Allianz SE K-53103382,-54.52,Allianz SE,Insurance
106,20.10.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.33,ZEUS BODYPOWER,Gym
106,23.10.2024,ABSCHLAG STROM Stadtwerke Rosenheim 75735962,-84.38,Stadtwerke Rosenheim,Electricity
106,26.10.2024,RECHNUNG VODAFONE GMBH 53408177,-41.03,VODAFONE GMBH,Internet
107,01.10.2024,PAYPAL SKTISH,-31.8,PAYPAL,General
107,05.10.2024,ABSCHLAG STROM Stadtwerke Rosenheim 96955554,-83.61,Stadtwerke Rosenheim,Electricity
107,09.10.2024,EBAY MKTPLC EU YRCNJN,-180.35,EBAY,Shopping
107,12.10.2024,BEITRAG Allianz SE K-93811780,-56.67,Allianz SE,Insurance
107,15.10.2024,RECHNUNG VODAFONE GMBH 90275252,-39.9,VODAFONE GMBH,Internet
107,16.10.2024,PAYPAL JCRDYW,-7.04,PAYPAL,General
108,13.09.2023,PAYPAL XGQIZK,-30.86,PAYPAL,General
108,16.09.2023,BEITRAG Allianz SE K-94465518,-56.42,Allianz SE,Insurance
108,19.09.2023,KARTENZAHLUNG SHELL TANKSTELLE,-47.09,SHELL,Fuel
108,22.09.2023,ABSCHLAG STROM Stadtwerke Rosenheim 12249199,-84.59,Stadtwerke Rosenheim,Electricity
108,24.09.2023,KARTENZAHLUNG SHELL TANKSTELLE,-82.37,SHELL,Fuel
108,27.09.2023,KARTENZ./27.09 EDEKA RO,-116.02,EDEKA,Groceries
109,20.07.2025,KARTENZ./20.07 EDEKA RO,-75.63,EDEKA,Groceries
109,22.07.2025,BEITRAG Allianz SE K-42224637,-53.65,Allianz SE,Insurance
109,23.07.2025,EBAY MKTPLC EU HWDMKS,-178.36,EBAY,Shopping
109,24.07.2025,BURGER KING Badoberan,-15.76,BURGER KING,Dining
109,27.07.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.85,ZEUS BODYPOWER,Gym
110,25.01.2024,PAYPAL NZFTKS,-72.08,PAYPAL,General
110,27.01.2024,AMAZON.DE MKTPLC EU VNWRKO,-20.12,AMAZON.DE,Shopping
110,28.01.2024,RECHNUNG VODAFONE GMBH 22884255,-40.44,VODAFONE GMBH,Internet
110,01.02.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.58,ZEUS BODYPOWER,Gym
110,02.02.2024,KARTENZAHLUNG SHELL TANKSTELLE,-53.4,SHELL,Fuel
111,13.03.2024,BURGER KING Mühldorf am Inn,-11.26,BURGER KING,Dining
111,16.03.2024,RECHNUNG VODAFONE GMBH 26078569,-39.61,VODAFONE GMBH,Internet
111,18.03.2024,AMAZON.DE MKTPLC EU VWXGBJ,-190.06,AMAZON.DE,Shopping
111,20.03.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.99,ZEUS BODYPOWER,Gym
111,24.03.2024,ZALANDO MKTPLC EU UBEWXL,-38.95,ZALANDO,Shopping
111,26.03.2024,PAYPAL CHBHSQ,-55.5,PAYPAL,General
112,21.03.2025,PAYPAL LNCUTB,-97.01,PAYPAL,General
112,25.03.2025,BEITRAG Allianz SE K-75866988,-56.8,Allianz SE,Insurance
112,29.03.2025,ABSCHLAG STROM Stadtwerke Rosenheim 85160029,-86.59,Stadtwerke Rosenheim,Electricity
112,02.04.2025,KARTENZ./02.04 ALDI SUED RO,-98.71,ALDI SUED,Groceries
113,29.11.2024,ABSCHLAG STROM Stadtwerke Rosenheim 7969566,-83.02,Stadtwerke Rosenheim,Electricity
113,03.12.2024,ZALANDO MKTPLC EU OLFPBX,-137.7,ZALANDO,Shopping
113,04.12.2024,RECHNUNG VODAFONE GMBH 84471865,-38.04,VODAFONE GMBH,Internet
113,06.12.2024,KARTENZAHLUNG JET TANKSTELLE,-40.92,JET,Fuel
113,10.12.2024,BEITRAG Allianz SE K-33842487,-57.37,Allianz SE,Insurance
114,03.07.2024,KARTENZ./03.07 REWE RO,-92.68,REWE,Groceries
114,04.07.2024,KARTENZAHLUNG ARAL TANKSTELLE,-89.84,ARAL,Fuel
114,07.07.2024,RECHNUNG VODAFONE GMBH 66926558,-38.44,VODAFONE GMBH,Internet
115,11.02.2025,KARTENZAHLUNG ARAL TANKSTELLE,-54.52,ARAL,Fuel
115,14.02.2025,RECHNUNG VODAFONE GMBH 96572705,-37.52,VODAFONE GMBH,Internet
115,17.02.2025,KARTENZAHLUNG JET TANKSTELLE,-63.47,JET,Fuel
115,19.02.2025,PAYPAL KHHNCC,-89.14,PAYPAL,General
115,23.02.2025,PAYPAL BBPCLS,-8.16,PAYPAL,General
115,24.02.2025,BEITRAG Allianz SE K-59919972,-52.99,Allianz SE,Insurance
116,07.02.2024,ABSCHLAG STROM Stadtwerke Rosenheim 15905974,-86.53,Stadtwerke Rosenheim,Electricity
116,08.02.2024,RECHNUNG VODAFONE GMBH 78508555,-42.25,VODAFONE GMBH,Internet
116,09.02.2024,AMAZON.DE MKTPLC EU SMVDSH,-13.75,AMAZON.DE,Shopping
116,12.02.2024,KARTENZAHLUNG ARAL TANKSTELLE,-82.32,ARAL,Fuel
116,16.02.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.38,ZEUS BODYPOWER,Gym
116,20.02.2024,KARTENZ./20.02 LIDL RO,-51.52,LIDL,Groceries
117,10.11.2023,KARTENZ./10.11 ALDI SUED RO,-92.84,ALDI SUED,Groceries
117,13.11.2023,AMAZON.DE MKTPLC EU BNCTQH,-225.2,AMAZON.DE,Shopping
117,14.11.2023,MCDONALDS Lübben,-41.08,MCDONALDS,Dining
117,15.11.2023,EBAY MKTPLC EU CBPBEY,-130.32,EBAY,Shopping
117,18.11.2023,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.08,ZEUS BODYPOWER,Gym
118,10.05.2024,RECHNUNG VODAFONE GMBH 6328499,-40.4,VODAFONE GMBH,Internet
118,13.05.2024,ZALANDO MKTPLC EU WTBGCS,-130.0,ZALANDO,Shopping
118,14.05.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.85,ZEUS BODYPOWER,Gym
119,02.05.2024,PAYPAL SMTKFA,-60.87,PAYPAL,General
119,06.05.2024,ZALANDO MKTPLC EU GSPYJD,-147.78,ZALANDO,Shopping
119,07.05.2024,PAYPAL YMJWZH,-18.27,PAYPAL,General
119,09.05.2024,ABSCHLAG STROM Stadtwerke Rosenheim 59613157,-86.39,Stadtwerke Rosenheim,Electricity
120,12.08.2024,BURGER KING Schwarzenberg,-12.57,BURGER KING,Dining
120,15.08.2024,ABSCHLAG STROM Stadtwerke Rosenheim 78237181,-87.75,Stadtwerke Rosenheim,Electricity
120,16.08.2024,PAYPAL SASGJC,-50.19,PAYPAL,General
121,05.07.2024,KARTENZAHLUNG JET TANKSTELLE,-51.39,JET,Fuel
121,06.07.2024,MCDONALDS Soltau,-44.17,MCDONALDS,Dining
121,07.07.2024,PAYPAL IMSJGM,-48.42,PAYPAL,General
121,11.07.2024,RECHNUNG VODAFONE GMBH 12030635,-41.16,VODAFONE GMBH,Internet
121,15.07.2024,BURGER KING Neustrelitz,-29.23,BURGER KING,Dining
122,07.01.2025,BURGER KING Aschaffenburg,-8.84,BURGER KING,Dining
122,10.01.2025,ABSCHLAG STROM Stadtwerke Rosenheim 87231101,-86.37,Stadtwerke Rosenheim,Electricity
122,11.01.2025,RECHNUNG VODAFONE GMBH 87701066,-38.1,VODAFONE GMBH,Internet
122,13.01.2025,PAYPAL GCCOUY,-98.09,PAYPAL,General
122,14.01.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.7,ZEUS BODYPOWER,Gym
123,17.10.2024,ZALANDO MKTPLC EU WEPUFB,-116.35,ZALANDO,Shopping
123,21.10.2024,KARTENZ./21.10 LIDL RO,-26.8,LIDL,Groceries
123,23.10.2024,ZALANDO MKTPLC EU HNTYNG,-135.28,ZALANDO,Shopping
123,25.10.2024,KARTENZ./25.10 ALDI SUED RO,-121.23,ALDI SUED,Groceries
123,29.10.2024,BEITRAG Allianz SE K-99783751,-56.4,Allianz SE,Insurance
123,02.11.2024,KARTENZAHLUNG ARAL TANKSTELLE,-51.02,ARAL,Fuel
124,07.01.2025,KARTENZAHLUNG SHELL TANKSTELLE,-83.42,SHELL,Fuel
124,09.01.2025,BEITRAG Allianz SE K-41896920,-53.48,Allianz SE,Insurance
124,13.01.2025,ABSCHLAG STROM Stadtwerke Rosenheim 63257966,-84.36,Stadtwerke Rosenheim,Electricity
125,01.09.2024,BEITRAG Allianz SE K-41716360,-53.04,Allianz SE,Insurance
125,04.09.2024,AMAZON.DE MKTPLC EU PJMWVI,-18.91,AMAZON.DE,Shopping
125,07.09.2024,RECHNUNG VODAFONE GMBH 91330493,-41.8,VODAFONE GMBH,Internet
125,10.09.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.46,ZEUS BODYPOWER,Gym
126,13.02.2025,PAYPAL JVJLYJ,-7.83,PAYPAL,General
126,16.02.2025,BURGER KING Coburg,-32.05,BURGER KING,Dining
126,17.02.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.72,ZEUS BODYPOWER,Gym
126,18.02.2025,RECHNUNG VODAFONE GMBH 84792294,-41.95,VODAFONE GMBH,Internet
126,22.02.2025,BEITRAG Allianz SE K-97367660,-52.99,Allianz SE,Insurance
126,24.02.2025,ABSCHLAG STROM Stadtwerke Rosenheim 77633790,-86.64,Stadtwerke Rosenheim,Electricity
127,05.08.2024,PAYPAL CXBIKJ,-99.47,PAYPAL,General
127,06.08.2024,ZALANDO MKTPLC EU MBBBST,-180.88,ZALANDO,Shopping
127,08.08.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.48,ZEUS BODYPOWER,Gym
128,27.07.2024,PAYPAL CGLIPB,-73.16,PAYPAL,General
128,29.07.2024,RECHNUNG VODAFONE GMBH 58155404,-38.74,VODAFONE GMBH,Internet
128,02.08.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.3,ZEUS BODYPOWER,Gym
128,06.08.2024,AMAZON.DE MKTPLC EU ABGBIL,-246.26,AMAZON.DE,Shopping
128,08.08.2024,ABSCHLAG STROM Stadtwerke Rosenheim 20294526,-87.65,Stadtwerke Rosenheim,Electricity
129,01.05.2025,PAYPAL FZLZYR,-91.25,PAYPAL,General
129,02.05.2025,PAYPAL PGPPWJ,-15.65,PAYPAL,General
129,03.05.2025,KARTENZ./03.05 REWE RO,-146.21,REWE,Groceries
129,05.05.2025,EBAY MKTPLC EU XSFESG,-78.67,EBAY,Shopping
129,07.05.2025,BEITRAG Allianz SE K-57788630,-52.72,Allianz SE,Insurance
130,13.04.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-25.31,ZEUS BODYPOWER,Gym
130,15.04.2024,BEITRAG Allianz SE K-68008663,-53.53,Allianz SE,Insurance
130,19.04.2024,MCDONALDS Döbeln,-14.56,MCDONALDS,Dining
130,22.04.2024,RECHNUNG VODAFONE GMBH 46108099,-37.87,VODAFONE GMBH,Internet
131,07.03.2024,ABSCHLAG STROM Stadtwerke Rosenheim 83073115,-85.68,Stadtwerke Rosenheim,Electricity
131,11.03.2024,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.64,ZEUS BODYPOWER,Gym
131,12.03.2024,KARTENZAHLUNG JET TANKSTELLE,-81.22,JET,Fuel
131,13.03.2024,AMAZON.DE MKTPLC EU ESZWSW,-249.66,AMAZON.DE,Shopping
132,21.04.2025,BEITRAG Allianz SE K-16594652,-54.11,Allianz SE,Insurance
132,25.04.2025,BURGER KING Eisleben,-17.57,BURGER KING,Dining
132,27.04.2025,ABSCHLAG STROM Stadtwerke Rosenheim 85356004,-85.92,Stadtwerke Rosenheim,Electricity
133,07.05.2024,BURGER KING Ebermannstadt,-11.12,BURGER KING,Dining
133,11.05.2024,KARTENZ./11.05 EDEKA RO,-73.96,EDEKA,Groceries
