statement_id,date,description,amount,identified_partner,category
116,13.07.2025,RECHNUNGVODAFONEGMBH50825964,-41.49,VODAFONE GMBH,Internet
116,15.07.2025,AMAZON.DEMKTPLCEUPIABQK,-214.78,AMAZON.DE,Shopping
118,06.04.2025,RECHNUNG VODAFONE GMBH,-43685141.0,VODAFONE GMBH,Internet
118,09.04.2025,BEITRAG AllianzSE K-79925012,-54.39,ALLIANZ SE,Insurance
118,10.04.2025,KARTENZAHLUNG SHELL TANKSTELLE,-80.43,SHELL,Fuel
118,11.04.2025,ABSCHLAG STROM Stadtwerke Rosenheim,-19789241.0,Stadtwerke Rosenheim,Electricity
119,27.02.2025,PAYPALLBGMIN,-58.63,PAYPAL,General
119,02.03.2025,BEITRAGAllianzSEK-8754721,-56.83,ALLIANZ SE,Insurance
119,06.03.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-25.65,ZEUS BODYPOWER,Gym
119,10.03.2025,RECHNUNGVODAFONEGMBH59284493,-37.59,VODAFONE GMBH,Internet
120,29.03.2025,BURGERKINGWernigerode,-40.12,BURGER KING,Dining
120,30.03.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-26.17,ZEUS BODYPOWER,Gym
120,02.04.2025,RECHNUNGVODAFONEGMBH23222813,-41.68,VODAFONE GMBH,Internet
120,04.04.2025,BEITRAGAllianzSEK-41036249,-55.54,ALLIANZ SE,Insurance
120,06.04.2025,ABSCHLAGSTROMStadtwerkeRosenheim74478856,-83.41,Stadtwerke Rosenheim,Electricity
121,29.09.2025,PAYPAL EYTQEZ,-6.22,PAYPAL,General
121,03.10.2025,AMAZON.DE MKTPLC EU PSUBGU,-27.2,AMAZON.DE,Shopping
121,07.10.2025,RECHNUNG VODAFONE GMBH,-28381372.0,VODAFONE GMBH,Internet
122,27.09.2025,RECHNUNGVODAFONEGMBH17826851,-42.09,VODAFONE GMBH,Internet
122,28.09.2025,BEITRAGAllianzSEK-26369448,-55.92,ALLIANZ SE,Insurance
122,01.10.2025,PAYPALHGUUIJ,-10.05,PAYPAL,General
123,08.09.2025,EBAY MKTPLC EU QDEOEE,-84.2,EBAY,Shopping
123,10.09.2025,BURGER KING Scheinfeld,-16.21,BURGER KING,Dining
123,14.09.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-26.23,ZEUS BODYPOWER,Gym
124,07.05.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-22.87,ZEUS BODYPOWER,Gym
124,11.05.2025,BEITRAGAllianzSEK-16989116,-57.69,ALLIANZ SE,Insurance
124,15.05.2025,PAYPALTHIDCB,-36.16,PAYPAL,General
124,16.05.2025,ABSCHLAGSTROMStadtwerkeRosenheim54445882,-84.69,Stadtwerke Rosenheim,Electricity
124,18.05.2025,RECHNUNGVODAFONEGMBH60037623,-38.32,VODAFONE GMBH,Internet
126,26.06.2025,KARTENZ./26.06 REWE RO,-77.73,REWE,Groceries
126,28.06.2025,ABSCHLAG STROM Stadtwerke Rosenheim,-19066606.0,Stadtwerke Rosenheim,Electricity
126,01.07.2025,PAYPAL XZIUAW,-14.5,PAYPAL,General
128,25.10.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.38,ZEUS BODYPOWER,Gym
128,28.10.2025,MCDONALDS Jessen,-15.24,MCDONALDS,Dining
128,31.10.2025,BEITRAG Allianz SE K-72512341,-53.33,ALLIANZ SE,Insurance
129,30.03.2025,BEITRAGAllianzSEK-99633816,-55.68,ALLIANZ SE,Insurance
129,01.04.2025,ABSCHLAGSTROMStadtwerkeRosenheim92746608,-83.55,Stadtwerke Rosenheim,Electricity
129,02.04.2025,PAYPALCUKWPF,-34.85,PAYPAL,General
129,03.04.2025,AMAZON.DEMKTPLCEUSOPPCK,-113.62,AMAZON.DE,Shopping
131,01.12.2025,ABSCHLAGSTROMStadtwerkeRosenheim45089378,-86.06,Stadtwerke Rosenheim,Electricity
131,04.12.2025,BURGERKINGBerchtesgaden,-39.14,BURGER KING,Dining
131,05.12.2025,BEITRAGAllianzSEK-49721956,-54.03,ALLIANZ SE,Insurance
132,18.11.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-27.35,ZEUS BODYPOWER,Gym
132,19.11.2025,BURGERKINGHolzminden,-14.07,BURGER KING,Dining
132,22.11.2025,KARTENZ.f22.11REWERO,-85.96,REWE,Groceries
132,23.11.2025,RECHNUNGVODAFONEGMBH79118855,-39.59,VODAFONE GMBH,Internet
134,03.12.2025,KARTENZ.03.12ALDISUEDRO,-109.73,ALDI SUED,Groceries
134,06.12.2025,MCDONALDSMeiBen,-12.67,MCDONALDS,Dining
134,07.12.2025,ABSCHLAGSTROMStadtwerkeRosenheim25188284,-87.62,Stadtwerke Rosenheim,Electricity
134,11.12.2025,RECHNUNGVODAFONEGMBH47117496,-39.9,VODAFONE GMBH,Internet
134,12.12.2025,MCDONALDSStaBfurt,-27.59,MCDONALDS,Dining
136,15.09.2025,BEITRAG Allianz SE K-10647864,-57.61,ALLIANZ SE,Insurance
136,17.09.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-27.47,ZEUS BODYPOWER,Gym
136,20.09.2025,EBAY MKTPLC EU OEXQQM,-246.63,EBAY,Shopping
136,21.09.2025,KARTENZ./21.09 REWE RO,-141.47,REWE,Groceries
136,24.09.2025,ABSCHLAG STROM Stadtwerke Rosenheim,-73448328.0,Stadtwerke Rosenheim,Electricity
136,27.09.2025,RECHNUNG VODAFONE GMBH,-20808658.0,VODAFONE GMBH,Internet
138,30.04.2025,PAYPALFNXTEC,-68.99,PAYPAL,General
138,03.05.2025,BURGERKINGGrimma,-32.1,BURGER KING,Dining
138,07.05.2025,RECHNUNGVODAFONEGMBH21224135,-38.42,VODAFONE GMBH,Internet
140,16.05.2025,BEITRAGAllianzSEK-94065665,-53.82,ALLIANZ SE,Insurance
140,19.05.2025,AMAZON.DEMKTPLCEULAASWX,-109.46,AMAZON.DE,Shopping
140,20.05.2025,BURGERKINGEuskirchen,-9.77,BURGER KING,Dining
141,22.03.2025,BURGERKINGOchsenfurt,-36.51,BURGER KING,Dining
141,26.03.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-24.81,ZEUS BODYPOWER,Gym
141,29.03.2025,RECHNUNGVODAFONEGMBH4045357,-39.04,VODAFONE GMBH,Internet
141,02.04.2025,KARTENZAHLUNGARALTANKSTELLE,-50.88,ARAL,Fuel
141,06.04.2025,ZALANDOMKTPLCEUMNILCQ,-103.33,ZALANDO,Shopping
141,09.04.2025,ABSCHLAGSTROMStadtwerkeRosenheim79485379,-85.04,Stadtwerke Rosenheim,Electricity
142,28.10.2025,ABSCHLAG STROM Stadtwerke Rosenheim,-90042871.0,Stadtwerke Rosenheim,Electricity
142,31.10.2025,ZALANDO MKTPLC EU NATKMC,-69.66,ZALANDO,Shopping
142,03.11.2025,BEITRAG Allianz SE K-65760657,-53.12,ALLIANZ SE,Insurance
145,30.04.2025,KARTENZAHLUNGARALTANKSTELLE,-74.19,ARAL,Fuel
145,03.05.2025,BEITRAGAllianzSEK-67736554,-54.62,ALLIANZ SE,Insurance
145,05.05.2025,KARTENZ.05.05ALDISUEDRO,-23.43,ALDI SUED,Groceries
145,09.05.2025,ABSCHLAGSTROMStadtwerkeRosenheim52825638,-87.13,Stadtwerke Rosenheim,Electricity
145,11.05.2025,RECHNUNGVODAFONEGMBH13629258,-40.75,VODAFONE GMBH,Internet
145,15.05.2025,PAYPALWJDOGH,-18.72,PAYPAL,General
147,12.02.2025,ZALANDO MKTPLC EU VIVOHZ,-177.58,ZALANDO,Shopping
147,13.02.2025,KARTENZ./13.02 ALDI SUED RO,-121.15,ALDI SUED,Groceries
147,14.02.2025,ABSCHLAG STROM Stadtwerke Rosenheim,-87177586.0,Stadtwerke Rosenheim,Electricity
148,04.01.2025,RECHNUNG VODAFONE GMBH,-41779642.0,VODAFONE GMBH,Internet
148,08.01.2025,PAYPAL NORYYA,-38.07,PAYPAL,General
148,12.01.2025,BEITRAG Allianz SE K-62548758,-54.85,ALLIANZ SE,Insurance
148,14.01.2025,ABSCHLAG STROM Stadtwerke Rosenheim,-8424736.0,Stadtwerke Rosenheim,Electricity
149,02.08.2025,BEITRAG Allianz SE K-48753114,-52.77,ALLIANZ SE,Insurance
149,06.08.2025,RECHNUNG VODAFONE GMBH,-23288415.0,VODAFONE GMBH,Internet
149,10.08.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-23.83,ZEUS BODYPOWER,Gym
149,11.08.2025,PAYPAL XIJLRT,-54.22,PAYPAL,General
151,26.11.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-25.9,ZEUS BODYPOWER,Gym
151,27.11.2025,BURGERKINGSchleiz,-43.38,BURGER KING,Dining
151,30.11.2025,BEITRAGAllianzSEK-56592356,-56.91,ALLIANZ SE,Insurance
154,30.03.2025,ABSCHLAGSTROMStadtwerkeRosenheim89053253,-84.09,Stadtwerke Rosenheim,Electricity
154,02.04.2025,MCDONALDSBadBrickenau,-28.26,MCDONALDS,Dining
154,04.04.2025,BEITRAGAllianzSEK-45614996,-53.75,ALLIANZ SE,Insurance
155,03.06.2025,KARTENZ./03.06 ALDI SUED RO,-38.86,ALDI SUED,Groceries
155,07.06.2025,ABSCHLAG STROM Stadtwerke Rosenheim,-64877397.0,Stadtwerke Rosenheim,Electricity
155,10.06.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-23.96,ZEUS BODYPOWER,Gym
155,14.06.2025,KARTENZAHLUNG JET TANKSTELLE,-69.73,JET,Fuel
155,17.06.2025,RECHNUNG VODAFONE GMBH,-26570346.0,VODAFONE GMBH,Internet
156,30.01.2025,KARTENZ.430.01ALDISUEDRO,-147.1,ALDI SUED,Groceries
156,01.02.2025,RECHNUNGVODAFONEGMBH5622546,-38.55,VODAFONE GMBH,Internet
156,03.02.2025,ABSCHLAGSTROMStadtwerkeRosenheim61134481,-84.29,Stadtwerke Rosenheim,Electricity
159,23.02.2025,ABSCHLAG STROM Stadtwerke Rosenheim,-91134156.0,Stadtwerke Rosenheim,Electricity
159,26.02.2025,BURGER KING Rochlitz,-34.22,BURGER KING,Dining
159,01.03.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-24.84,ZEUS BODYPOWER,Gym
159,03.03.2025,RECHNUNG VODAFONE GMBH,-34969142.0,VODAFONE GMBH,Internet
159,05.03.2025,BEITRAG Allianz SE K-62629709,-55.28,ALLIANZ SE,Insurance
161,25.03.2025,PAYPALCIEUDS,-8.53,PAYPAL,General
161,26.03.2025,BEITRAGAllianzSEK-74385165,-56.0,ALLIANZ SE,Insurance
161,27.03.2025,ZALANDOMKTPLCEUTUVSBM,-61.21,ZALANDO,Shopping
161,30.03.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-24.44,ZEUS BODYPOWER,Gym
161,01.04.2025,AMAZON.DEMKTPLCEUHZIBYJ,-212.96,AMAZON.DE,Shopping
161,05.04.2025,RECHNUNGVODAFONEGMBH11563791,-38.72,VODAFONE GMBH,Internet
164,20.01.2025,AMAZON.DEMKTPLCEUVMCVKV,-96.0,AMAZON.DE,Shopping
164,22.01.2025,KARTENZ.422.01EDEKARO,-127.35,EDEKA,Groceries
164,23.01.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-23.41,ZEUS BODYPOWER,Gym
164,26.01.2025,ABSCHLAGSTROMStadtwerkeRosenheim26051902,-85.0,Stadtwerke Rosenheim,Electricity
164,28.01.2025,BEITRAGAllianzSEK-9114210,-54.92,ALLIANZ SE,Insurance
165,01.02.2025,ABSCHLAGSTROMStadtwerkeRosenheim94833819,-85.15,Stadtwerke Rosenheim,Electricity
165,03.02.2025,BEITRAGAllianzSEK-23692689,-56.77,ALLIANZ SE,Insurance
165,06.02.2025,PAYPALQNGQUS,-7.35,PAYPAL,General
165,10.02.2025,KARTENZAHLUNGSHELLTANKSTELLE,-86.5,SHELL,Fuel
165,12.02.2025,MCDONALDSRegen,-23.0,MCDONALDS,Dining
166,04.08.2025,ABSCHLAGSTROMStadtwerkeRosenheim67373908,-84.46,Stadtwerke Rosenheim,Electricity
166,08.08.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-25.84,ZEUS BODYPOWER,Gym
166,11.08.2025,KARTENZ.11.08EDEKARO,-126.3,EDEKA,Groceries
166,15.08.2025,KARTENZ.15.08LIDLRO,-130.64,LIDL,Groceries
166,19.08.2025,KARTENZ.19.08REWERO,-41.52,REWE,Groceries
167,04.10.2025,PAYPALRPMPRS,-8.21,PAYPAL,General
167,06.10.2025,RECHNUNGVODAFONEGMBH44748161,-39.79,VODAFONE GMBH,Internet
167,08.10.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-26.11,ZEUS BODYPOWER,Gym
171,10.04.2025,KARTENZ.10.04LIDLRO,-68.98,LIDL,Groceries
171,13.04.2025,BEITRAGAllianzSEK-91730947,-53.73,ALLIANZ SE,Insurance
171,14.04.2025,EBAYMKTPLCEUILHOME,-205.85,EBAY,Shopping
171,17.04.2025,PAYPALWLQEGV,-74.76,PAYPAL,General
171,21.04.2025,MCDONALDSHagenow,-15.07,MCDONALDS,Dining
171,24.04.2025,KARTENZ.24.04LIDLRO,-75.25,LIDL,Groceries
172,18.09.2025,AMAZON.DEMKTPLCEUADPZYG,-131.97,AMAZON.DE,Shopping
172,20.09.2025,ABSCHLAGSTROMStadtwerkeRosenheim77144220,-87.04,Stadtwerke Rosenheim,Electricity
172,24.09.2025,BURGERKINGWarendorf,-22.9,BURGER KING,Dining
174,02.08.2025,MCDONALDSSchmolln,-43.97,MCDONALDS,Dining
174,03.08.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-27.05,ZEUS BODYPOWER,Gym
174,05.08.2025,RECHNUNGVODAFONEGMBH24870714,-40.66,VODAFONE GMBH,Internet
174,06.08.2025,MCDONALDSGinzburg,-44.99,MCDONALDS,Dining
174,09.08.2025,ABSCHLAGSTROMStadtwerkeRosenheim19518428,-85.1,Stadtwerke Rosenheim,Electricity
174,12.08.2025,BEITRAGAllianzSEK-85787650,-55.37,ALLIANZ SE,Insurance
175,15.02.2025,EBAYMKTPLCEUUWIERN,-37.79,EBAY,Shopping
175,18.02.2025,ABSCHLAGSTROMStadtwerkeRosenheim90245809,-85.78,Stadtwerke Rosenheim,Electricity
175,20.02.2025,KARTENZ.420.02EDEKARO,-41.29,EDEKA,Groceries
175,22.02.2025,PAYPALTFPVUE,-92.09,PAYPAL,General
177,14.11.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-22.59,ZEUS BODYPOWER,Gym
177,16.11.2025,MCDONALDSNorden,-23.34,MCDONALDS,Dining
177,19.11.2025,KARTENZAHLUNGJETTANKSTELLE,-57.05,JET,Fuel
178,19.02.2025,ZALANDOMKTPLCEUXLHZKP,-171.09,ZALANDO,Shopping
178,20.02.2025,BURGERKINGDemmin,-41.01,BURGER KING,Dining
178,21.02.2025,EBAYMKTPLCEUYEJBEL,-136.01,EBAY,Shopping
178,22.02.2025,KARTENZAHLUNGARALTANKSTELLE,-74.2,ARAL,Fuel
178,24.02.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-26.95,ZEUS BODYPOWER,Gym
179,14.07.2025,ABSCHLAGSTROMStadtwerkeRosenheim7919557,-86.02,Stadtwerke Rosenheim,Electricity
179,15.07.2025,AMAZON.DEMKTPLCEUJZJZQP,-102.31,AMAZON.DE,Shopping
179,18.07.2025,BEITRAGAllianzSEK-44691358,-56.9,ALLIANZ SE,Insurance
180,22.12.2025,KARTENZ.22.12EDEKARO,-39.4,EDEKA,Groceries
180,26.12.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-25.35,ZEUS BODYPOWER,Gym
180,29.12.2025,RECHNUNGVODAFONEGMBH88351663,-39.78,VODAFONE GMBH,Internet
181,31.08.2025,BURGERKINGNeuruppin,-20.6,BURGER KING,Dining
181,04.09.2025,EBAYMKTPLCEUTFZMOX,-61.05,EBAY,Shopping
181,08.09.2025,BEITRAGAllianzSEK-92873476,-52.81,ALLIANZ SE,Insurance
181,10.09.2025,PAYPALIKTPTQ,-34.9,PAYPAL,General
181,13.09.2025,MCDONALDSHannoverschMunden,-18.74,MCDONALDS,Dining
183,21.10.2025,PAYPAL PBAUCI,-38.16,PAYPAL,General
183,22.10.2025,KARTENZ./22.10 LIDL RO,-88.1,LIDL,Groceries
183,24.10.2025,BURGER KING Plauen,-21.73,BURGER KING,Dining
183,28.10.2025,KARTENZAHLUNG SHELL TANKSTELLE,-40.71,SHELL,Fuel
183,01.11.2025,RECHNUNG VODAFONE GMBH,-68289992.0,VODAFONE GMBH,Internet
184,29.05.2025,PAYPALULYUJC,-15.98,PAYPAL,General
184,30.05.2025,MCDONALDSOsterburg,-30.61,MCDONALDS,Dining
184,02.06.2025,BEITRAGAllianzSEK-44408072,-55.05,ALLIANZ SE,Insurance
184,04.06.2025,KARTENZAHLUNGSHELLTANKSTELLE,-65.3,SHELL,Fuel
186,17.11.2025,KARTENZ.f17.11EDEKARO,-38.03,EDEKA,Groceries
186,20.11.2025,KARTENZAHLUNGJETTANKSTELLE,-74.45,JET,Fuel
186,23.11.2025,ABSCHLAGSTROMStadtwerkeRosenheim30898028,-84.93,Stadtwerke Rosenheim,Electricity
186,25.11.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-26.64,ZEUS BODYPOWER,Gym
186,27.11.2025,KARTENZAHLUNGSHELLTANKSTELLE,-54.83,SHELL,Fuel
187,08.08.2025,BEITRAG Allianz SE K-29850426,-56.5,ALLIANZ SE,Insurance
187,10.08.2025,ABSCHLAG STROM Stadtwerke Rosenheim,-56117122.0,Stadtwerke Rosenheim,Electricity
187,11.08.2025,MCDONALDS Neuss,-10.83,MCDONALDS,Dining
188,24.11.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-27.08,ZEUS BODYPOWER,Gym
188,27.11.2025,PAYPAL IKJQBZ,-28.48,PAYPAL,General
188,29.11.2025,KARTENZ./29.11 ALDI SUED RO,-141.04,ALDI SUED,Groceries
188,30.11.2025,KARTENZ./30.11 ALDI SUED RO,-109.71,ALDI SUED,Groceries
188,03.12.2025,KARTENZ./03.12 REWE RO,-70.47,REWE,Groceries
188,06.12.2025,PAYPAL SANKLO,-58.14,PAYPAL,General
189,11.11.2025,RECHNUNG VODAFONE GMBH,-55849408.0,VODAFONE GMBH,Internet
189,15.11.2025,ZALANDO MKTPLC EU FVZIQR,-17.1,ZALANDO,Shopping
189,16.11.2025,MCDONALDS Amberg,-36.34,MCDONALDS,Dining
190,19.10.2025,KARTENZAHLUNGJETTANKSTELLE,-88.37,JET,Fuel
190,22.10.2025,RECHNUNGVODAFONEGMBH71628805,-38.59,VODAFONE GMBH,Internet
190,26.10.2025,BEITRAGAllianzSEK-41892924,-56.41,ALLIANZ SE,Insurance
190,27.10.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-27.37,ZEUS BODYPOWER,Gym
191,03.05.2025,KARTENZ.03.05REWERO,-83.5,REWE,Groceries
191,06.05.2025,MITGLIEDSBEITRAGZEUSBODYPOWER,-24.98,ZEUS BODYPOWER,Gym
191,08.05.2025,RECHNUNGVODAFONEGMBH17919456,-41.73,VODAFONE GMBH,Internet
192,14.06.2025,PAYPAL MLTNWB,-21.1,PAYPAL,General
192,18.06.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-22.86,ZEUS BODYPOWER,Gym
192,21.06.2025,AMAZON.DE MKTPLC EU DBYDKX,-84.76,AMAZON.DE,Shopping
193,14.11.2025,ABSCHLAG STROM Stadtwerke Rosenheim,-44604489.0,Stadtwerke Rosenheim,Electricity
193,18.11.2025,PAYPAL MEUWEF,-65.16,PAYPAL,General
193,19.11.2025,BURGER KING Sonneberg,-33.89,BURGER KING,Dining
196,06.07.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-23.61,ZEUS BODYPOWER,Gym
196,10.07.2025,RECHNUNG VODAFONE GMBH,-75701511.0,VODAFONE GMBH,Internet
196,11.07.2025,ABSCHLAG STROM Stadtwerke Rosenheim3363799,-84.28,Stadtwerke Rosenheim,Electricity
196,14.07.2025,PAYPAL PJVYFM,-94.58,PAYPAL,General
198,22.09.2025,BEITRAG Allianz SE K-57769695,-55.08,ALLIANZ SE,Insurance
198,23.09.2025,EBAY MKTPLC EU QQSUDA,-75.89,EBAY,Shopping
198,25.09.2025,RECHNUNG VODAFONE GMBH,-80079057.0,VODAFONE GMBH,Internet
200,18.09.2025,KARTENZAHLUNG JET TANKSTELLE,-85.08,JET,Fuel
200,20.09.2025,KARTENZAHLUNG JET TANKSTELLE,-49.19,JET,Fuel
200,21.09.2025,ABSCHLAG STROM Stadtwerke Rosenheim,-12449133.0,Stadtwerke Rosenheim,Electricity
200,25.09.2025,KARTENZAHLUNG ARAL TANKSTELLE,-45.83,ARAL,Fuel
200,26.09.2025,PAYPAL FVTLAJ,-72.54,PAYPAL,General
200,27.09.2025,MITGLIEDSBEITRAG ZEUS BODYPOWER,-27.15,ZEUS BODYPOWER,Gym
